,Label,1095.53926,1105.54824,1105.57541,1106.5323,1115.51669,1116.46459,1183.5713,1199.5705,1208.67502,1267.67598,1281.61938,1427.7283,1435.68269,1453.69769,1459.64666,1459.69383,1465.64514,1550.70354,1561.79852,1562.72849,1562.78223,1586.70107,1586.75694,1615.82091,1616.74665,1648.77878,1655.7395,1716.91559,1755.74022,1760.63504,1764.79465,1768.83069,1771.73528,1784.82254,1800.81743,1804.93096,1817.83131,1832.86091,1841.82874,1848.85632,1863.8084,1892.84328,1922.93345,1975.90872,1975.99499,2013.95716,2014.07219,2019.8839,2029.95316,2039.9551,2041.87726,2056.09262,2056.97892,2057.86988,2069.95526,2072.09109,2089.00724,2105.88711,2131.11626,2145.02805,2167.00965,2187.9224,2203.91383,2216.05962,2219.90964,2225.89723,2232.05723,2255.94007,2363.96111,2410.99336,2420.05104,2455.09034,2471.08176,2481.07492,2481.21136,2487.20946,2497.06802,2497.2067,2513.06321,2513.20408,2571.09702,2689.25932,2719.2334,2792.32813,2793.16058,2853.22872,2853.40908,2869.22314,2869.40603,2978.10732,3033.48646,3052.40122,3084.41471,3100.41214,3102.16447,3116.41028,3118.15886,3186.19509,3200.28268,3216.2732,3227.52062,4096.94606
B4-1,Boeuf,10040700,1348264,0,0,1900089,1818194,0,0,0,0,0,0,0,0,10476952,0,0,0,0,1880216,3544888,8636243,0,0,0,8143940,19662874,0,0,0,0,0,0,0,0,0,0,0,0,0,369233,0,0,23229140,0,0,0,12593629,0,0,1016813,0,0,0,0,0,0,0,0,0,0,0,267999,0,0,0,0,0,484481,0,329079,0,504108,630910,0,0,2818838,0,3283357,0,0,0,0,0,0,4421410,0,1054263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B4-2,Boeuf,9014469,1417616,0,0,1413792,1042655,0,0,0,0,0,0,0,0,8016629,0,0,0,0,1859770,3134072,7567359,0,0,0,7984306,17650938,0,0,0,0,0,0,0,0,0,0,0,0,0,377822,0,0,24262654,0,0,0,12376212,0,0,846460,0,0,0,0,0,0,0,0,0,0,0,273625,0,0,0,0,0,477821,0,369524,0,429011,675409,0,0,2806090,0,3286985,0,0,0,0,0,0,5004638,0,1323523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5-1,Boeuf,10607235,844456,0,0,915330,0,0,0,0,0,0,0,0,0,5496515,0,0,0,0,1211015,1882358,3719790,0,0,0,4952771,8725505,0,0,0,0,0,0,0,0,0,0,0,0,0,206385,0,0,30596082,0,0,0,14114462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687661,0,1256128,1169387,0,0,5424994,0,5776250,0,0,0,0,0,0,7277166,0,1624573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5-2,Boeuf,14252600,1339494,0,0,1376949,927148,0,0,0,0,0,0,0,0,5067277,0,0,0,0,0,2158315,4631851,0,0,0,7675034,12436008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36946980,0,0,0,16673744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668627,0,560400,0,1101603,1319864,0,0,5398090,0,5622146,0,0,0,0,0,0,7365273,0,1775677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6-1,Boeuf,10553692,1090891,0,0,945340,761932,0,0,0,0,0,0,0,0,5945609,0,0,0,0,1705109,2328974,4508608,0,0,0,6266209,8535661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36116972,0,0,0,13290236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244144,0,0,0,0,0,796870,0,0,0,1383332,1129434,0,0,4604440,0,4914609,0,0,0,0,0,0,6550141,0,1522200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B6-2,Boeuf,0,4113552,0,0,414816,578897,0,0,0,0,0,0,0,0,3481918,0,211285,0,0,0,1368860,2726622,0,0,0,2809913,4173490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15871343,0,0,0,6064018,0,0,552099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430791,0,306136,0,537949,515342,0,0,2171644,0,2240315,0,0,0,0,0,0,2761593,0,761983,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boeuf romain,Boeuf,0,0,6188711,0,0,0,1222890,0,1905042,606529,1281782,12171474,3941085,0,0,2892507,0,0,6078860,0,7366982,0,3152736,0,0,1887567,0,1767553,0,0,0,0,0,0,0,9103184,0,4408153,0,2041655,0,0,5874034,0,52961332,0,1664062,0,0,1841292,0,46800120,12784997,0,0,16041024,2299486,0,10876514,0,0,0,0,15395385,0,0,2512573,0,0,0,0,0,0,0,863121,1466808,0,3591005,0,3895912,0,2317327,6704508,11637129,0,0,13285991,0,2423806,0,5171878,3256160,3509006,23000616,0,11782989,0,0,0,0,2228902,677786
boeuf_crane_act6.s1,Boeuf,0,0,11588998,0,0,0,436626,0,6992278,2669583,1758460,21653588,11546148,0,0,9848616,0,0,20556448,0,8378693,0,5657806,12053790,0,0,0,1035983,0,0,0,0,0,0,0,23046596,0,3660140,0,8107375,0,0,8622642,0,74756544,0,445399,0,0,2392846,0,39747268,73461704,0,0,16372290,22395512,0,26588964,0,0,0,0,51650988,0,0,5084446,0,0,0,0,0,0,0,2960207,3768433,0,10506646,0,10242897,0,5498214,33974916,38310388,0,0,53231416,0,5991115,0,16655672,4905354,0,8373612,0,63866636,0,0,0,0,12559991,1451771
boeuf_crane_act6.s2,Boeuf,0,0,10878117,0,0,0,403251,0,6460599,2623790,1443171,20550780,11143650,0,0,9658531,0,0,19552518,0,7637745,0,5511989,11666994,0,0,0,1073644,0,0,0,0,0,0,0,23048060,0,3682736,0,8065074,0,0,8718079,0,71333512,0,453027,0,0,2707450,0,38306332,73034024,0,0,15187528,21174988,0,25281638,0,0,0,0,51033892,0,0,4862820,0,0,0,0,0,0,0,2981493,4021185,0,10227793,0,10202860,0,4980962,30382708,33970132,0,0,49746164,0,5674384,0,15465011,4344660,0,6950622,0,54171168,0,0,0,0,11858258,1407931
boeuf_crane_act6.s3,Boeuf,0,0,10970185,0,0,0,423167,0,7050993,3099766,1439444,21537602,10798608,0,0,9757144,0,0,19476928,0,8198778,0,5614069,12552153,0,0,0,1004568,0,0,0,0,0,0,0,23414138,0,4182350,0,8490548,0,0,8625373,0,72741552,0,473549,0,0,2230145,0,40533836,76145128,0,0,16198038,22470950,0,26483432,0,0,0,0,51889028,0,0,5033648,0,0,0,0,0,0,0,2871718,3822502,0,10066571,0,9823336,0,5163647,31131708,33677596,0,0,49679720,0,5673523,0,16341315,4542591,0,8131996,0,61134540,0,0,0,0,12139645,1765255
boeuf_etui_corne_corne_act9.s1,Boeuf,0,0,0,0,0,0,0,0,0,0,0,0,497577,0,0,0,0,8466526,0,0,311767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821047,0,0,807374,0,0,0,1353171,966955,0,0,0,0,0,0,0,0,0,0,1353573,0,1013146,0,0,0,0,0,0
boeuf_etui_corne_corne_act9.s2,Boeuf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592648,0,6138713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2201197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581506,0,0,704786,0,0,0,1043420,0,0,0,0,0,0,0,0,0,0,362934,1238585,0,845967,0,0,0,0,0,0
boeuf_etui_corne_corne_act9.s3,Boeuf,0,0,0,0,0,0,0,0,0,0,0,0,689152,0,0,0,0,8040251,0,0,354265,0,0,0,0,0,0,0,0,0,0,0,0,1027700,0,2904511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023755,0,399058,0,1333961,807296,0,0,0,0,0,0,0,0,0,523170,1838517,0,1198855,0,0,0,0,0,0
boeuf_etui_corne_sabot_act3.s1,Boeuf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2454196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boeuf_etui_corne_sabot_act3.s2,Boeuf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2205281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1609426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boeuf_etui_corne_sabot_act3.s3,Boeuf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1148036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boeuf-tourcoing-01205,Boeuf,0,0,4794122,0,0,0,306162,0,2960292,954314,574441,10949907,4430624,0,0,3860610,0,0,6659521,0,3223975,0,3008399,3991477,0,1142823,0,664038,0,0,0,0,0,0,0,29797090,0,7415999,0,3097138,0,0,6620301,0,56931988,0,628281,0,0,2818752,0,33903360,46172440,0,0,9608454,6693100,0,22717358,0,0,0,0,20684956,0,0,2852394,0,0,0,0,0,0,0,0,3176862,0,6301437,0,5339546,0,6567981,20040276,17669350,0,0,56419228,0,8193347,0,21207166,3248126,5274355,32721298,0,17097424,0,0,0,0,8388387,309595
boeuf-waziers-2280,Boeuf,0,0,8816727,0,0,0,170530,0,8955026,3698552,2136153,22869042,18706836,0,0,16355670,0,0,11497272,0,11288907,0,14728732,4892682,0,6338748,0,731992,0,0,0,0,0,0,0,42533956,0,9966575,0,6749603,0,0,18972910,0,128202536,788782,384655,0,0,2307317,0,37512720,85813664,0,0,18788986,17208276,0,0,0,0,0,0,62859648,0,0,14402327,0,0,0,0,0,0,0,0,16620967,0,19774560,0,32175354,0,1767118,30215632,11059940,0,0,35927464,0,10560305,0,0,0,1142814,14055931,0,13239654,0,0,0,0,4710538,0
boeuf-waziers-2367,Boeuf,0,0,3914246,0,0,0,0,0,887885,1387602,1203669,0,5584127,0,0,2482657,0,0,0,0,1221684,0,0,330088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612608,0,0,279214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
boeuf.s1,Boeuf,0,0,11031387,0,0,0,0,0,6065568,1422201,811316,22262952,7748914,0,0,6948698,0,0,10752205,0,5085064,0,4606840,3920235,0,914348,0,593013,0,0,0,0,0,0,0,12606313,0,6008252,0,3086907,0,0,6276946,0,40305308,0,703732,0,0,3069296,0,43088392,60038676,0,0,11759543,9016547,0,29764180,0,0,0,0,17382408,0,0,3884251,0,0,0,0,0,0,0,2903566,3060274,0,6077637,0,4111072,0,7141994,10469046,14969538,0,0,29016148,0,7020637,0,10975515,3601154,5100267,25707060,0,22024036,0,0,0,0,7621358,1109958
boeuf.s2,Boeuf,0,0,9469503,0,0,0,290589,0,4989421,1302167,738870,17496926,6491623,0,0,5680175,0,0,9537754,0,4523201,0,3671521,3549678,0,0,0,551695,0,0,0,0,0,0,0,11396008,0,5015759,0,2700995,0,0,5198869,0,32955922,0,667501,0,0,2322024,0,34567536,43911676,0,0,10401950,7236174,0,24822650,0,0,0,0,12737170,0,0,3134319,0,0,0,0,0,0,0,2358144,2684107,0,5265318,0,3296835,0,6242912,8462554,13079295,0,0,24813758,0,5742791,0,9799081,3014003,4698028,23980998,0,21360742,0,0,0,0,6283211,1317594
boeuf.s3,Boeuf,0,0,6021514,0,0,0,309390,0,3378175,764428,463279,10930748,3892536,0,0,3422572,0,0,6427955,0,2793409,0,2379421,2046168,0,594711,0,405582,0,0,0,0,0,0,0,7492784,0,3119548,0,1923298,0,0,3274819,0,20904270,0,567536,0,0,1859862,0,23301314,25636820,0,0,6786190,4226766,0,15374916,0,0,0,0,6993968,0,0,1776375,0,0,0,0,0,0,0,1617888,1832266,0,3372593,0,2008439,0,4670968,5382415,8807981,0,0,16515149,0,4113241,0,7567118,2384127,3239210,16412028,0,13687350,0,0,0,0,4189776,894866
boeuf(2).s1,Boeuf,0,0,3303105,0,0,0,1371161,0,1573780,678219,458668,7540614,0,0,0,1811739,0,0,4904735,0,3080102,0,1920903,1772680,0,0,0,539393,0,0,0,0,0,0,0,7615685,0,2465007,0,866436,0,0,1684453,0,14034098,0,511831,0,0,962400,0,9980475,5605190,0,0,8080597,700527,0,6005571,0,0,0,0,1331841,0,0,919353,0,0,0,0,0,0,0,383017,671663,0,880790,0,1201676,0,2731735,1522485,2100201,0,0,4494299,0,2253731,0,6538140,1219595,4975733,10143474,0,3908214,0,0,0,0,0,2747745
boeuf(2).s2,Boeuf,0,0,1976482,0,0,0,504171,0,927351,300200,0,4817038,1230957,0,0,892289,0,0,0,0,0,0,853741,0,0,0,0,277822,0,0,0,0,0,0,0,3902283,0,1399873,0,499486,0,0,789064,0,7144657,0,0,0,0,419927,0,6574840,3004786,0,0,3670545,0,0,2335924,0,0,0,0,706379,0,0,321857,0,0,0,0,0,0,0,0,356546,0,0,0,414685,0,1361019,647369,1085653,0,0,2343328,0,1118404,0,4166581,647169,2647637,4827938,0,1649159,0,0,0,0,286271,1126502
boeuf(2).s3,Boeuf,0,0,3278215,0,0,0,1229015,0,1298872,509535,0,6551852,2085526,0,0,1344060,0,0,4195350,0,0,0,1845639,1390411,0,0,0,523565,0,0,0,0,0,0,0,6504191,0,2234232,0,875777,0,0,0,0,12441880,0,501498,0,0,753183,0,9097252,4980471,0,0,6764502,639764,0,5284501,0,0,0,0,1398050,0,0,871530,0,0,0,0,0,0,0,329660,625194,0,844124,0,963255,0,2174537,1316646,1737166,0,0,4100137,0,2193235,0,5523676,1152824,4228185,8302328,0,3172326,0,0,0,0,537292,1891480
boeuf(8).s1,Boeuf,0,0,7691467,0,0,0,640969,0,3446810,1455215,962108,20049784,8098750,0,0,6544796,0,0,13060934,0,7252689,0,5572321,4144331,0,686453,0,0,0,0,0,0,0,0,0,11521136,0,7531885,0,3761833,0,0,6804551,0,62631272,0,999365,0,0,2575135,0,41898472,31214668,0,0,17738280,5661685,0,26573308,0,0,0,0,19495132,0,0,4558249,0,0,0,0,0,0,0,4696030,3333812,0,8299059,0,6433720,0,7708570,12016541,13954399,0,0,44517312,0,8133818,0,8941067,3819541,4761013,23402780,0,23029672,0,0,0,0,6373415,777721
boeuf(8).s2,Boeuf,0,0,7702475,0,0,0,725155,0,3582387,1269278,971907,19861572,7689258,0,0,6100721,0,0,12923591,0,7656201,0,5438835,4116491,0,506281,0,1926138,0,0,0,0,0,0,0,11848777,0,7188305,0,4128251,0,0,7160978,0,69807576,0,959146,0,0,2815685,0,45967600,34528928,0,0,20167794,6050523,0,30107074,0,0,0,0,19976766,0,0,4563638,0,0,0,0,0,0,0,4670307,3686912,0,8581962,0,6132606,0,7243328,11387723,13718522,0,0,45127232,0,8122810,0,9406339,3759723,4776210,24192326,0,23286458,0,0,0,0,6505663,804177
boeuf(8).s3,Boeuf,0,0,6680433,0,0,0,726235,0,2901870,1262958,904145,15874206,6077115,0,0,4947093,0,0,10733112,0,6272408,0,4242851,3647498,0,0,0,1693924,0,0,0,0,0,0,0,10053180,0,5909151,0,3022071,0,0,6136026,0,53875852,0,1087521,0,0,2540630,0,37442744,27843632,0,0,15231830,4435041,0,21998998,0,0,0,0,17118462,0,0,3923258,0,0,0,0,0,0,0,3950252,2770911,0,6425671,0,5124684,0,6590402,8476843,11466837,0,0,36303480,0,6564268,0,7999663,3460901,4216240,19856716,0,18953174,0,0,0,0,5271774,829585
boeuf1,Boeuf,0,0,4956435,0,0,0,1157812,0,2896106,819792,852423,9017588,0,0,0,2563308,0,0,3508492,0,3510676,0,2119763,2226726,0,0,0,838094,0,0,0,0,0,0,0,10578049,0,2887073,0,849269,0,0,1634348,0,22259282,0,807858,0,0,1873392,0,22608924,14410507,0,0,3787880,2313329,0,6027816,0,0,0,0,4669904,0,0,1628755,0,0,0,0,0,0,0,1035715,761149,0,1896649,0,1089196,0,5685830,3702962,10460768,0,0,6021372,0,2068629,0,18108316,3239526,9703864,40053308,0,11055272,0,0,0,0,1444588,4752496
boeuf2,Boeuf,0,0,5956827,0,0,0,734431,0,3061829,768991,494393,9973187,0,0,0,2482285,0,0,4707766,0,4020424,0,0,1474150,0,0,0,787057,0,0,0,0,0,0,0,12751115,0,3360666,0,0,0,0,3160064,0,29423710,0,1071893,0,0,2615320,0,30558504,24337462,0,0,6026993,1620316,0,8495995,0,0,0,0,2308641,0,0,2778300,0,0,0,0,0,0,0,1479118,1388153,0,2684921,0,2041821,0,5951428,3965661,6044340,0,0,7581280,0,6502855,0,11017684,3631210,5407453,30254548,0,12453730,0,0,0,0,1573146,2420480
boeuf2.s1,Boeuf,0,0,12305623,0,0,0,0,0,7972947,2333470,1283864,29278248,13284473,0,0,11463254,0,0,13315690,0,6922145,0,7647547,5638450,0,2205429,0,783926,0,0,0,0,0,0,0,23894924,0,7872573,0,4036892,0,0,12272058,0,94772488,0,635028,0,0,3454334,0,56025380,117542032,0,0,17695890,18316392,0,43577168,0,0,0,0,41429552,0,0,8381832,0,0,0,0,0,0,0,5656482,7800838,0,15248546,0,10910194,0,8532306,21347772,28755536,0,0,55753552,0,11810240,0,20170024,2937846,7771926,53288032,0,32887764,0,0,0,0,12547681,1058278
boeuf2.s2,Boeuf,0,0,11324581,0,0,0,234508,0,7412612,2160063,1025229,25502878,12066845,0,0,10902839,0,0,11553178,0,5769086,0,6963176,4789201,0,1649905,0,654338,0,0,0,0,0,0,0,20756584,0,6706773,0,3631396,0,0,10102903,0,82052864,0,549256,0,0,3345625,0,43455512,93403376,0,0,13024428,16261229,0,38230056,0,0,0,0,35802820,0,0,7113838,0,0,0,0,0,0,0,4992318,7604362,0,14021405,0,9947983,0,7524353,18105358,21164536,0,0,44970304,0,9385369,0,15782736,2403143,5249670,32739806,0,19198960,0,0,0,0,8698408,802977
boeuf2.s3,Boeuf,0,0,12056278,0,0,0,247808,0,8079892,2349763,1221377,27255616,13401249,0,0,11582621,0,0,13118536,0,6547628,0,7829966,5670186,0,1888554,0,887473,0,0,0,0,0,0,0,22858212,0,7533044,0,3868041,0,0,11422487,0,87861752,0,564370,0,0,3856377,0,51604728,108231736,0,0,16974712,17595080,0,41093820,0,0,0,0,38560596,0,0,8284094,0,0,0,0,0,0,0,5309194,7661631,0,14567844,0,10740374,0,8605184,21020644,27414280,0,0,52997824,0,10991297,0,19301248,3390742,7394298,51147840,0,31290150,0,0,0,0,11986638,1045918
boeuf257,Boeuf,0,0,4055179,0,0,0,623599,0,2303571,623968,847208,10391409,2709138,0,0,2265693,0,0,2489963,0,4480120,0,2478958,1733577,0,810912,0,592049,0,0,0,0,0,0,0,10411123,0,1599972,0,822229,0,0,4187355,0,28941754,0,551965,0,0,897710,0,34913140,14006556,0,0,8337322,1358807,0,5625060,0,0,0,0,6224455,0,0,1169297,0,0,0,0,0,0,0,842605,1667831,0,2511103,0,2115015,0,2146991,5002617,8618401,0,0,9209516,0,2249378,0,6459886,2438750,2159203,18365336,0,13660607,0,0,0,0,1590066,1160858
